cod_vh;cod_viv;cod_hog;cod_utam_hg;zat_hg;cod_upl_hg;nom_mun_hg;estrato_hg;tipo_vehículo;cantidad;tipo_combustible;mun_matricula;tipo_placa;exento_pyp;modelo;propiedad_vh;key_hg;fexp_vh;
6827;14174;16333;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:b74614b7-e3df-4e07-aabc-2440dc1ac812; 104,9 ;
6828;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6829;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6830;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6831;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6832;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6833;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6834;14178;1133;UTAM015;88;5;Bogotá D.C.;5;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:0c7e5d18-e7a7-49b3-8db0-5ce67c32ec73; 87,2 ;
6835;14173;412;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:04874305-a9cb-4602-abb0-0f8f8e90b4b5; 111,9 ;
6836;14252;6171;UTAM015;87;5;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:44f16094-44db-40a5-bcba-c7b1d16467a4; 113,1 ;
6837;14252;6171;UTAM015;87;5;Bogotá D.C.;6;Automóvil;1;Eléctrico;11001;Privada;Sí, vehículo eléctrico y cero emisiones;2020;Este hogar;uuid:44f16094-44db-40a5-bcba-c7b1d16467a4; 113,1 ;
6838;17603;17142;UTAM610;906;214;Cota;No aplica;Campero/Camioneta;1;GNV y gasolina;11001;Privada;No;1996;Este hogar;uuid:c06fb7dc-83b7-47be-bf4d-7a7a9428875a; 34,1 ;
6839;17603;17142;UTAM610;906;214;Cota;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2011;Este hogar;uuid:c06fb7dc-83b7-47be-bf4d-7a7a9428875a; 34,1 ;
6840;17603;17142;UTAM610;906;214;Cota;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:c06fb7dc-83b7-47be-bf4d-7a7a9428875a; 34,1 ;
6841;17611;6569;UTAM610;906;214;Cota;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:498913b0-770e-4c84-9007-a62d8af30d9b; 32,7 ;
6842;17611;6569;UTAM610;906;214;Cota;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:498913b0-770e-4c84-9007-a62d8af30d9b; 32,7 ;
6843;17611;6569;UTAM610;906;214;Cota;No aplica;Automóvil o camioneta de servicio especial;1;Diésel;11001;Pública;Sí, vehículo de servicio especial;2008;Este hogar;uuid:498913b0-770e-4c84-9007-a62d8af30d9b; 32,7 ;
6844;17132;2540;UTAM590;1854;175;Chía;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:1cbe4c31-9dad-4120-97a7-a6eb4c98c0dc; 196,5 ;
6845;14175;13506;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2011;Este hogar;uuid:97845385-cc91-4e61-b5f1-c6473d466814; 84,3 ;
6846;14175;13506;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:97845385-cc91-4e61-b5f1-c6473d466814; 84,3 ;
6847;14251;2716;UTAM015;87;5;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:1ebd3174-dc27-46e7-b3bc-6e990275860c; 124,4 ;
6848;14251;2716;UTAM015;87;5;Bogotá D.C.;6;Automóvil;1;Eléctrico;11001;Privada;Sí, vehículo eléctrico y cero emisiones;2020;Este hogar;uuid:1ebd3174-dc27-46e7-b3bc-6e990275860c; 124,4 ;
6849;13830;13315;UTAM088;245;17;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:9580240d-75a3-43b6-b4ef-f463689e3f4d; 56,1 ;
6850;13830;13315;UTAM088;245;17;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:9580240d-75a3-43b6-b4ef-f463689e3f4d; 56,1 ;
6851;17136;10004;UTAM590;1857;175;Chía;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2024;Este hogar;uuid:7075d894-8fd0-4f54-ad24-911ba7395591; 194,8 ;
6852;15446;15051;UTAM018;50;2;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:a9473395-9022-4178-8b55-2156b516b9a2; 209,6 ;
6853;15451;111;UTAM018;50;2;Bogotá D.C.;4;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:0141599e-6abf-4fd3-8ead-212383bf6701; 169,2 ;
6854;21436;14687;UTAM660;1905;817;Tocancipá;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:a4f1b1ef-31f1-45de-97f0-b31088c4289e; 62,9 ;
6855;20664;5937;UTAM620;913;758;Sopó;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Pública;No;2011;Este hogar;uuid:4238fed5-7ea1-4460-87d8-f6eb800ceedb; 29,0 ;
6856;20664;5937;UTAM620;913;758;Sopó;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Pública;No;2008;Este hogar;uuid:4238fed5-7ea1-4460-87d8-f6eb800ceedb; 29,0 ;
6857;15449;11289;UTAM018;50;2;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:7edd2b90-6d35-4547-a065-752b6e7eb9b3; 199,5 ;
6858;15450;225;UTAM018;50;2;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;1998;Este hogar;uuid:027ce84a-a481-45de-baa1-682b66f1cf0b; 205,6 ;
6859;14171;15146;UTAM015;88;5;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2002;Este hogar;uuid:aa54f795-e0b4-4133-b4e9-73ba659c63d5; 71,8 ;
6860;20746;11697;UTAM620;913;758;Sopó;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:836fa139-e691-4c23-85f0-bc6f98613170; 32,3 ;
6861;20746;11697;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2006;Este hogar;uuid:836fa139-e691-4c23-85f0-bc6f98613170; 32,3 ;
6862;14505;1950;UTAM012;54;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:15d6d8ed-7c78-46fc-9795-aad460b0bd1e; 265,7 ;
6863;18853;12939;UTAM500;1508;473;Mosquera;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:910e96c2-af55-4b85-b73f-d464e1f8efdd; 105,3 ;
6864;18853;12939;UTAM500;1508;473;Mosquera;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:910e96c2-af55-4b85-b73f-d464e1f8efdd; 105,3 ;
6865;9184;2689;UTAM025;135;4;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:1e73cef5-e774-4c3d-9879-b416b4b1f60b; 219,6 ;
6866;14502;5039;UTAM012;54;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2008;Este hogar;uuid:380c430e-ed7b-4e08-a175-7610feadffd7; 261,7 ;
6867;14503;2890;UTAM012;54;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:20b2eded-06a0-48c4-97d6-ca379914ce9c; 250,3 ;
6868;18570;3647;UTAM630;914;377;La Calera;No aplica;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2008;Este hogar;uuid:292bc4e8-376c-4481-ba8a-d090f52b03d6; 51,6 ;
6869;14516;16154;UTAM012;54;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2002;Este hogar;uuid:b5460962-f20e-4072-ab91-8e30ca356837; 256,9 ;
6870;14508;10547;UTAM012;54;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:76f64075-84ea-42d3-a319-983753508013; 249,0 ;
6871;13596;18648;UTAM097;259;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:d1a0b494-b583-465c-8e82-8b80683e2fbc; 110,5 ;
6872;13590;2273;UTAM097;259;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:19c75aeb-fedf-4a21-b7d0-522520e446c6; 140,5 ;
6873;13590;2273;UTAM097;259;17;Bogotá D.C.;6;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:19c75aeb-fedf-4a21-b7d0-522520e446c6; 140,5 ;
6874;13592;16260;UTAM097;259;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:b67f40ff-4475-44a4-a0c6-6a407af36cf6; 140,5 ;
6875;12949;18573;UTAM098;168;13;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2007;Este hogar;uuid:d0d5a728-c238-44a1-8d97-7ed523bb7342; 282,3 ;
6876;6758;13616;UTAM087;558;21;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:98a9daab-fc44-4759-868b-0d8f969b2716; 386,5 ;
6877;12954;1094;UTAM098;168;13;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:0c0f5848-6453-407e-819e-da2ebb452ebe; 251,0 ;
6878;6764;6890;UTAM087;558;21;Bogotá D.C.;2;Automóvil;1;GNV y gasolina;11001;Privada;Sí, vehículo registrado en pico y placa solidario;2022;Este hogar;uuid:4d14206c-f823-40a6-a80c-13dd98250699; 396,4 ;
6879;12947;10531;UTAM098;168;13;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;1986;Este hogar;uuid:76c303cb-4afa-4147-83c8-9626f7a46468; 159,8 ;
6880;12947;10531;UTAM098;168;13;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2011;Este hogar;uuid:76c303cb-4afa-4147-83c8-9626f7a46468; 159,8 ;
6881;17556;4611;UTAM610;1915;214;Cota;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2005;Este hogar;uuid:337edd3a-a0d6-42e5-8785-a57fd3d68829; 34,4 ;
6882;20705;17676;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;25312;Privada;No;2008;Este hogar;uuid:c6670e67-1c24-4d6e-bbfd-07ab4ae71866; 22,6 ;
6883;20705;17676;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;50006;Pública;No;2019;Este hogar;uuid:c6670e67-1c24-4d6e-bbfd-07ab4ae71866; 22,6 ;
6884;18528;1906;UTAM630;914;377;La Calera;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;1984;Este hogar;uuid:154ccfb6-81a4-427e-9604-de4b04fa1624; 47,6 ;
6885;18528;1906;UTAM630;914;377;La Calera;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;1975;Este hogar;uuid:154ccfb6-81a4-427e-9604-de4b04fa1624; 47,6 ;
6886;7701;14369;UTAM086;556;21;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:a16175fb-4f4d-4646-baab-3439ccba3914; 419,7 ;
6887;14995;7145;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:50067893-c919-4b43-8759-623c7d3293a3; 82,3 ;
6888;14995;7145;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;25175;Privada;No;2023;Este hogar;uuid:50067893-c919-4b43-8759-623c7d3293a3; 82,3 ;
6889;14994;7185;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2018;Este hogar;uuid:508197cf-77ab-43df-8a6f-e671ecd7a206; 83,2 ;
6890;14994;7185;UTAM010;25;3;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:508197cf-77ab-43df-8a6f-e671ecd7a206; 83,2 ;
6891;15000;768;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:0885220f-cad3-48a3-be0c-aad3bb1ccc51; 102,3 ;
6892;15000;768;UTAM010;25;3;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:0885220f-cad3-48a3-be0c-aad3bb1ccc51; 102,3 ;
6893;14996;20633;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:e7c596cc-8404-4fd1-9271-8deb39c60aa0; 100,2 ;
6894;15001;22202;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;5001;Privada;No;2017;Este hogar;uuid:f9c490d4-9c0a-4c33-bbdd-525de3e5402c; 83,0 ;
6895;13996;8262;UTAM089;161;33;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:5cf13dde-4d12-4dd4-a678-0869ed74ae1b; 40,0 ;
6896;18319;7046;UTAM700;911;295;Gachancipá;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:4eda9aae-c2e2-4489-bf3d-5cfe7cc41ad7; 29,5 ;
6897;16117;2802;UPR0001;1043;1;Bogotá D.C.;6;Campero/Camioneta;1;GNV y gasolina;25269;Privada;No;NS/NR;Este hogar;uuid:1fafb73d-ca9a-4785-af9e-ec60d43ce3a5; 5,5 ;
6898;16159;12858;UPR0001;1043;1;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;25377;Privada;No;NS/NR;Este hogar;uuid:905d3e91-3c1b-4b70-b4cb-c1d301495c7c; 5,4 ;
6899;16159;12858;UPR0001;1043;1;Bogotá D.C.;6;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:905d3e91-3c1b-4b70-b4cb-c1d301495c7c; 5,4 ;
6900;16157;19177;UPR0001;1043;1;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:d78577dd-7bd3-46af-8c81-72fa8b48675a; 6,8 ;
6901;13762;22452;UTAM088;245;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:fc8b438e-fc57-4f94-916c-399232af1959; 57,1 ;
6902;13762;22452;UTAM088;245;17;Bogotá D.C.;6;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:fc8b438e-fc57-4f94-916c-399232af1959; 57,1 ;
6903;20703;2922;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Pública;No;1996;Este hogar;uuid:2119adb1-3bf8-4873-809b-dbae73465fec; 28,1 ;
6904;20702;22730;UTAM620;913;758;Sopó;No aplica;Campero/Camioneta;1;Diésel;11001;Pública;No;2017;Este hogar;uuid:ffb24a0d-7940-4996-a182-0ad0dc315534; 26,4 ;
6905;20709;15613;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;25377;Pública;No;2013;Este hogar;uuid:af9ba407-e14a-466e-908a-e155db37c952; 23,0 ;
6906;8807;6525;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:49112e79-03b1-4e01-b56b-038bab84268f; 147,5 ;
6907;13846;3517;UTAM088;245;17;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2005;Este hogar;uuid:27aa023f-f6e1-4ddb-abae-8d6fbf3c587d; 63,4 ;
6908;8804;21067;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;76001;Privada;No;2017;Este hogar;uuid:ecd09763-6642-4070-a540-975a6ce540e8; 191,8 ;
6909;8804;21067;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:ecd09763-6642-4070-a540-975a6ce540e8; 191,8 ;
6910;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;Sí, vehículo registrado en pico y placa solidario;2018;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6911;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6912;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;1995;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6913;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Campero/Camioneta;1;Diésel;5266;Privada;No;2007;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6914;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2011;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6915;13758;4188;UTAM088;245;17;Bogotá D.C.;6;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2007;Este hogar;uuid:2eff6f84-5af6-4d30-8443-beeaee4faeb4; 57,1 ;
6916;16115;11649;UPR0001;1043;1;Bogotá D.C.;6;Automóvil;1;Diésel;11001;Privada;No;NS/NR;Este hogar;uuid:82d9c36b-7d61-4f56-ab02-6fe8a42b3809; 6,8 ;
6917;16115;11649;UPR0001;1043;1;Bogotá D.C.;6;Campero/Camioneta;1;Diésel;11001;Privada;No;NS/NR;Este hogar;uuid:82d9c36b-7d61-4f56-ab02-6fe8a42b3809; 6,8 ;
6918;8802;15547;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:aee8ad8f-1271-49dd-85d4-41b451d0a7a0; 146,6 ;
6919;8808;9443;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:69f79077-5f3f-4c19-8f74-4074ca429f24; 244,9 ;
6920;8800;15708;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2007;Este hogar;uuid:b05f3571-8179-4699-af6c-4b909a500157; 191,4 ;
6921;12948;3631;UTAM098;168;13;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:290950e5-fbb1-42a9-9ef8-5c264a2f0350; 222,2 ;
6922;15427;14479;UTAM018;50;2;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:a29f4078-856a-4c56-bb12-d4ac65b57caa; 207,3 ;
6923;20581;5293;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54; 37,3 ;
6924;20581;5293;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Otro;uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54; 37,3 ;
6925;12953;6844;UTAM098;168;13;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:4c7f38fd-177c-4c60-9bc6-584e96ffdca7; 163,4 ;
6926;17149;19562;UTAM590;1857;175;Chía;No aplica;Automóvil;1;Sólo Gasolina;25175;Privada;No;2017;Este hogar;uuid:db8cf612-cbba-4cc2-9c85-5c5d271cff36; 225,3 ;
6927;18496;12529;UTAM630;1076;377;La Calera;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:8c6ba458-eca9-4c9a-a3d0-c49249326329; 41,0 ;
6928;17557;21030;UTAM610;1915;214;Cota;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:ec7e9eaf-7bbb-4153-b749-5ca62a49a404; 34,1 ;
6929;14991;8500;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:5fa28d45-c2a4-42d7-a914-f8f1692158aa; 83,7 ;
6930;14992;15178;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:aa961e59-8c47-4a89-aa1c-ef73bd0516a5; 85,5 ;
6931;14993;13761;UTAM010;25;3;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:9a75b142-d871-44ff-988a-83d55b7e018b; 83,2 ;
6932;18320;3034;UTAM700;911;295;Gachancipá;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:225afe43-f723-4144-ab55-d4688043a59f; 32,4 ;
6933;8801;15969;UTAM106;292;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036; 181,2 ;
6934;8801;15969;UTAM106;292;18;Bogotá D.C.;4;Campero/Camioneta;1;Diésel;11001;Privada;No;2011;Este hogar;uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036; 181,2 ;
6935;18891;20294;UTAM500;1512;473;Mosquera;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2004;Este hogar;uuid:e39d5818-0f83-4677-a6db-181045522979; 125,9 ;
6936;18478;72;UTAM630;914;377;La Calera;No aplica;Automóvil;1;Sólo Gasolina;25377;Privada;No;2016;Este hogar;uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5; 54,5 ;
6937;18478;72;UTAM630;914;377;La Calera;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5; 54,5 ;
6938;13602;15109;UTAM097;259;17;Bogotá D.C.;6;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:a9d9bfcb-c721-45fd-854f-5ab1fbfc4ffa; 138,0 ;
6939;8350;21445;UTAM106;291;18;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:f1052fe3-4adb-4ba9-8491-40a038b218b7; 249,6 ;
6940;15422;7086;UTAM018;50;2;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:4f62ca6c-bf80-4084-9190-263a6282bd64; 268,4 ;
6941;15422;7086;UTAM018;50;2;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:4f62ca6c-bf80-4084-9190-263a6282bd64; 268,4 ;
6942;20402;11349;UTAM570;932;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:7f8aa4fa-fe22-43f2-85f9-557cd159b5cd; 232,1 ;
6943;8348;21310;UTAM106;291;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:ef971ca5-32fb-4725-b47e-d0e8732fa1d4; 252,8 ;
6944;7704;17381;UTAM086;556;21;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2006;Este hogar;uuid:c2feb6ec-eed8-4929-ad67-2138c070d795; 416,4 ;
6945;7704;17381;UTAM086;556;21;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:c2feb6ec-eed8-4929-ad67-2138c070d795; 416,4 ;
6946;9183;14145;UTAM025;135;4;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:9ee505c9-7554-4bcb-95d5-aa0068f74c83; 265,0 ;
6947;20700;7277;UTAM620;913;758;Sopó;No aplica;Automóvil;1;GNV;11001;Privada;No;2008;Este hogar;uuid:5196f742-89b5-452a-b09f-90fe57aedc3f; 26,8 ;
6948;20696;20311;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;1995;Este hogar;uuid:e3e026a0-3504-4b53-a5f6-c310eeb42dd1; 26,2 ;
6949;20695;18062;UTAM620;913;758;Sopó;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:cad95a42-a233-4f5a-910f-2ba2da238aa1; 28,3 ;
6950;15423;14053;UTAM018;50;2;Bogotá D.C.;5;Automóvil;1;Sólo Gasolina;11001;Privada;No;2005;Este hogar;uuid:9de63e22-028a-4ba8-989c-b1339894a2f5; 194,0 ;
6951;17561;560;UTAM610;1915;214;Cota;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;2011;Este hogar;uuid:0648a737-a88d-4df1-8b02-ce43aad628ee; 34,3 ;
6952;17561;560;UTAM610;1915;214;Cota;No aplica;Campero/Camioneta;1;Diésel;11001;Privada;No;2008;Este hogar;uuid:0648a737-a88d-4df1-8b02-ce43aad628ee; 34,3 ;
6953;9178;16314;UTAM025;135;4;Bogotá D.C.;4;Campero/Camioneta;1;Sólo Gasolina;76001;Privada;No;2011;Este hogar;uuid:b71fb672-6561-43b6-8db0-33a9e7d1561c; 294,0 ;
6954;18709;8264;UTAM540;1702;430;Madrid;No aplica;Automóvil;1;Sólo Gasolina;76001;Privada;No;2015;Este hogar;uuid:5cf3be63-dbb3-4452-a554-53f8d16df865; 179,6 ;
